,Title,Published_date,Views,Likes,Comments,Month
1150,Conditionals and Loops (Solved Problem 5),2018-07-27,95970,1716,97,Jul
1151,Operation on Processes – Process Creation,2018-07-27,146964,1927,34,Jul
1152,Equivalent Resistance (Solved Problem 3),2018-07-26,33772,323,109,Jul
1153,Equivalent Resistance (Solved Problem 2),2018-07-25,32263,360,138,Jul
1154,Context Switch,2018-07-25,148492,2817,93,Jul
1155,Equivalent Resistance (Solved Problem 1),2018-07-24,61396,762,162,Jul
1156,Current Divider Rule,2018-07-23,68509,775,26,Jul
1157,Voltage Divider Rule,2018-07-22,70355,898,61,Jul
1158,Process Scheduling,2018-07-20,261387,4113,79,Jul
1159,Series & Parallel Combination of Inductors,2018-07-19,63864,718,18,Jul
1160,Process Control Block,2018-07-18,212565,3577,70,Jul
1161,Series & Parallel Combination of Capacitors,2018-07-18,33064,371,8,Jul
1162,Series & Parallel Combination of Resistors,2018-07-16,36534,350,12,Jul
1163,Conditionals and Loops (Solved Problem 4),2018-07-13,125624,2540,108,Jul
1164,Supernode Analysis (Solved Problem),2018-07-12,195031,2174,132,Jul
1165,Conditionals and Loops (Solved Problem 3),2018-07-12,107556,1853,293,Jul
1166,Supernode Analysis,2018-07-11,146519,1901,47,Jul
1167,Nodal Analysis (Solved Problem 2),2018-07-10,118451,1291,98,Jul
1168,Regular Languages & Finite Automata (Solved Problem 4),2018-07-10,70952,563,17,Jul
1169,Conditionals and Loops (Solved Problem 2),2018-07-10,114362,2162,106,Jul
1170,Nodal Analysis with Voltage Source,2018-07-09,97938,1094,42,Jul
1171,Process State,2018-07-09,188504,3505,73,Jul
1172,Nodal Analysis (Solved Problem 1),2018-07-09,189298,2181,167,Jul
1173,Conditionals and Loops (Solved Problem 1),2018-07-08,191039,3787,104,Jul
1174,Nodal Analysis,2018-07-07,301716,4347,165,Jul
1175,Supermesh Analysis (Solved Problem),2018-07-06,126085,1582,111,Jul
1176,Supermesh Analysis,2018-07-06,174855,2398,76,Jul
1177,Mesh Analysis with Current Source,2018-07-05,184305,1986,85,Jul
1178,More Insight into Kirchhoff's Voltage Law (KVL),2018-07-05,50415,716,61,Jul
1179,Mesh Analysis (Solved Problem 2),2018-07-04,94487,1048,35,Jul
1180,Mesh Analysis (Solved Problem 1),2018-07-04,139882,1376,118,Jul
1181,Mesh Analysis,2018-07-03,207376,3192,113,Jul
1182,KCL and KVL (Solved Problem),2018-07-02,127628,1254,100,Jul
1183,Kirchhoff's Voltage Law (KVL),2018-06-30,100374,1427,56,Jun
1184,Process Management (Processes and Threads),2018-06-29,297771,5273,119,Jun
1185,Kirchhoff's Current Law (KCL),2018-06-28,72405,945,20,Jun
1186,Operating System Generation and System Boot,2018-06-28,86264,1389,33,Jun
1187,"Node, Path, Loop and Branch",2018-06-27,68650,990,35,Jun
1188,Current & Voltage Source (Important Points),2018-06-27,37596,459,8,Jun
1189,Current Source (Tips & Tricks),2018-06-26,60987,847,36,Jun
1190,Voltage Source (Tips & Tricks),2018-06-25,96540,1178,35,Jun
1191,Properties of Z-Transform (Final Value Theorem),2018-06-23,58354,482,123,Jun
1192,Ideal and Practical Current Sources,2018-06-23,44659,552,19,Jun
1193,Ideal and Practical Voltage Sources,2018-06-22,60451,788,24,Jun
1194,Loop Control Statements − break and continue,2018-06-22,178125,3414,102,Jun
1195,Dependent and Independent Sources,2018-06-21,94758,1335,71,Jun
1196,do-while Loop,2018-06-20,400411,6855,122,Jun
1197,Virtual Machines,2018-06-20,125257,2029,73,Jun
1198,Properties of Z-Transform (Initial Value Theorem),2018-06-20,53267,325,23,Jun
1199,Capacitor (Important Points),2018-06-19,33201,323,14,Jun
1200,Energy Stored in a Capacitor,2018-06-18,29943,273,10,Jun
1201,for and while Loops,2018-06-18,439474,9073,193,Jun
1202,Circuit Elements (Capacitor),2018-06-18,38193,341,22,Jun
1203,Conditionals (Switch),2018-06-17,236700,4929,136,Jun
1204,Inductor (Important Points),2018-06-17,42800,453,18,Jun
1205,Energy Stored in an Inductor,2018-06-16,44131,410,18,Jun
1206,Properties of Z-Transform (Part 5),2018-06-15,58665,319,11,Jun
1207,"Conditionals (if-else, Nested if and else if)",2018-06-15,180184,3561,87,Jun
1208,Properties of Z-Transform (Part 4),2018-06-15,61239,329,13,Jun
1209,Linear and Non-Linear Inductors,2018-06-14,39764,345,10,Jun
1210,Circuit Elements (Inductor),2018-06-14,51170,506,19,Jun
1211,Properties of Z-Transform (Part 3),2018-06-13,68894,377,9,Jun
1212,Properties of Z-Transform (Part 2),2018-06-13,81171,491,16,Jun
1213,Properties of Z-Transform (Part 1),2018-06-13,120429,826,27,Jun
1214,Discrete Time Energy Signals (Solved Problems),2018-06-12,22302,203,74,Jun
1215,Condition for Existence of Z-Transform,2018-06-12,105263,731,31,Jun
1216,Introduction to Z-Transform,2018-06-11,339531,3079,75,Jun
1217,Rules of Inference in Propositional Logic (Solved Problem 2),2018-06-11,24715,290,47,Jun
1218,Rules of Inference in Propositional Logic (Solved Problem 1),2018-06-10,32657,315,19,Jun
1219,Discrete Time Signals & Systems (Solved Problem 6),2018-06-09,9326,68,7,Jun
1220,Discrete Time Signals & Systems (Solved Problem 5),2018-06-08,8497,61,5,Jun
1221,Discrete Time Signals & Systems (Solved Problem 4),2018-06-07,9746,69,16,Jun
1222,Discrete Time Signals & Systems (Solved Problem 3),2018-06-06,11986,79,11,Jun
1223,Discrete Time Signals & Systems (Solved Problem 2),2018-06-06,10434,68,1,Jun
1224,Checking The Validity of An Argument (Shortcut Method),2018-06-06,103058,1443,41,Jun
1225,Discrete Time Signals & Systems (Solved Problem 1),2018-06-05,16254,92,5,Jun
1226,Stable & Unstable Discrete Time Systems,2018-06-05,29988,314,29,Jun
1227,Arguments Building Using Rules of Inference (Part 2),2018-06-04,54714,803,33,Jun
1228,Linear and Non−Linear Discrete Time Systems,2018-06-04,20873,181,53,Jun
1229,Time−Invariant & Time−Variant Discrete Time Systems,2018-06-03,20398,200,39,Jun
1230,Arguments Building Using Rules of Inference (Part 1),2018-06-03,83846,1304,31,Jun
1231,Causal and Non-Causal Discrete Time Systems,2018-06-02,22646,215,47,Jun
1232,Rules of Inference - Definition & Types of Inference Rules,2018-06-01,245120,3783,82,Jun
1233,Static & Dynamic Discrete Time Systems,2018-05-31,19392,191,32,May
1234,Discrete Time Convolution (Tabular Method),2018-05-31,77347,925,53,May
1235,Discrete Time Convolution,2018-05-30,181540,1476,47,May
1236,Rules of Inference - Basic Terminology,2018-05-30,61942,915,12,May
1237,Discrete Time Signum Function,2018-05-29,9071,75,9,May
1238,Unit Step & Unit Ramp Sequences,2018-05-28,18519,154,8,May
1239,Unit Impulse Sequence,2018-05-27,17153,182,8,May
1240,Propositional Logic (Solved Problem 7),2018-05-27,16987,213,11,May
1241,Discrete Time Power Signals (Solved Problems),2018-05-26,16443,156,5,May
1242,Propositional Logic (Solved Problem 6),2018-05-26,15829,170,10,May
1243,Periodic Discrete Time Signals,2018-05-25,37451,324,27,May
1244,Discrete Time Power Signals,2018-05-25,15053,153,7,May
1245,Propositional Logic (Solved Problem 5),2018-05-25,18168,191,14,May
1246,Propositional Logic (Solved Problem 4),2018-05-24,20875,242,7,May
1247,Discrete Time Energy Signals,2018-05-23,13899,140,6,May
1248,Propositional Logic (Solved Problem 3),2018-05-23,24907,270,17,May
1249,Propositional Logic (Solved Problem 2),2018-05-21,35096,358,10,May
1250,Periodic Discrete Time Signals (Solved Problems),2018-05-20,82722,757,29,May
1251,Propositional Logic − Logical Equivalences,2018-05-19,308087,4413,151,May
1252,"Tautology, Contradiction, Contingency & Satisfiability",2018-05-16,122998,2084,56,May
1253,Propositional Logic (Solved Problem 1),2018-05-15,35517,380,12,May
1254,Propositional Logic − Puzzle 2,2018-05-14,33308,468,22,May
1255,Conjugate Symmetric and Conjugate Antisymmetric DTS,2018-05-13,12902,136,13,May
1256,Propositional Logic − Puzzle 1,2018-05-12,67252,841,130,May
1257,Even and Odd Parts of Discrete Time Signal,2018-05-12,16711,177,24,May
1258,Translating Sentences into Logical Expressions,2018-05-11,103283,1447,56,May
1259,Even and Odd Discrete Time Signals,2018-05-11,20759,187,7,May
1260,Propositional Logic − Precedence of Logical Operators,2018-05-10,62831,995,30,May
1261,Logical Operators − Biconditional Operator,2018-05-09,67867,1169,44,May
1262,Regular Languages & Finite Automata (Solved Problem 3),2018-05-09,92885,623,16,May
1263,"Converse, Contrapositive and Inverse",2018-05-08,70431,1105,58,May
1264,Logical Operators − Implication (Part 1),2018-05-08,170842,3152,331,May
1265,Multiple Operations on Discrete Time Signals (Part 2),2018-05-08,17962,187,58,May
1266,Logical Operators − Implication (Part 3),2018-05-07,53007,671,19,May
1267,Multiple Operations on Discrete Time Signals (Part 1),2018-05-07,20980,211,30,May
1268,Logical Operators − Implication (Part 2),2018-05-06,88145,1377,56,May
1269,Multiplication of Discrete Time Signals,2018-05-04,17849,186,6,May
1270,Addition of Discrete Time Signals,2018-05-03,17042,193,6,May
1271,Operations on DTS (Amplitude Scaling & Amplitude Reversal),2018-05-03,14878,147,3,May
1272,"Operations on DTS (Time Compression, Time Expansion & Time Reversal)",2018-05-02,35524,419,15,May
1273,Operations on Discrete Time Signals (Time Shifting),2018-05-01,76873,693,22,May
1274,Sampling Theorem for Band Pass Signals,2018-05-01,61662,551,19,May
1275,Logical Operators − Exclusive OR,2018-04-30,112702,1870,180,Apr
1276,Reconstruction of Signals (Solved Problem 3),2018-04-29,31873,280,36,Apr
1277,C Programming (Rapid Fire Quiz-1),2018-04-28,443437,9572,2327,Apr
1278,Reconstruction of Signals (Solved Problem 2),2018-04-28,46890,348,37,Apr
1279,Operators in C (Solved Problem 2),2018-04-27,120867,2763,195,Apr
1280,Frequency Components Present in S(f),2018-04-27,30928,236,2,Apr
1281,"Logical Operators − Negation, Conjunction & Disjunction",2018-04-26,155138,2344,55,Apr
1282,Reconstruction of a Signal Using Practical LPF,2018-04-26,37141,304,67,Apr
1283,Reconstruction of Signals,2018-04-26,132156,1429,54,Apr
1284,Structures of Operating System,2018-04-25,278255,4376,111,Apr
1285,"Propositional Logic, Propositional Variables & Compound Propositions",2018-04-25,119466,1989,44,Apr
1286,Motivation & Introduction to Propositional Logic,2018-04-23,165737,2691,224,Apr
1287,Nyquist Rate (Solved Problem 3),2018-04-22,46711,381,90,Apr
1288,Nyquist Rate (Solved Problem 2),2018-04-22,58894,407,15,Apr
1289,Nyquist Rate (Solved Problem 1),2018-04-21,86713,614,100,Apr
1290,Regular Languages & Finite Automata (Solved Problem 2),2018-04-20,112852,748,7,Apr
1291,Properties of Nyquist Rate,2018-04-20,56814,528,16,Apr
1292,Nyquist Rate & Nyquist Interval,2018-04-19,133707,1307,33,Apr
1293,Operating System Design & Implementation,2018-04-19,109163,1520,39,Apr
1294,The Concept of Open Circuit,2018-04-19,83870,1004,43,Apr
1295,Regular Languages & Finite Automata (Solved Problem 1),2018-04-18,225951,1606,79,Apr
1296,Operators in C (Solved Problem 1),2018-04-17,107001,1818,72,Apr
1297,Sampling Theorem,2018-04-16,459455,5523,216,Apr
1298,Precedence and Associativity of Operators,2018-04-15,226330,4325,391,Apr
1299,Introduction to Discrete Mathematics,2018-04-14,557710,8402,209,Apr
1300,The Concept of Short Circuit,2018-04-13,181578,2628,118,Apr
1301,Ohm's Law,2018-04-13,49974,522,20,Apr
1302,Circuit Elements (Resistor),2018-04-12,48743,532,19,Apr
1303,Comma Operator in C,2018-04-09,115346,2335,324,Apr
1304,Conditional Operator in C,2018-04-08,151602,2810,343,Apr
1305,Electric Power (Solved Problem),2018-04-08,52559,583,48,Apr
1306,Assignment Operators in C,2018-04-07,132289,2096,416,Apr
1307,Electric Power,2018-04-07,58484,614,64,Apr
1308,Bitwise Operators in C (Part 4),2018-04-06,153702,2958,622,Apr
1309,Bitwise Operators in C (Part 3),2018-04-05,161353,2708,46,Apr
1310,Electric Potential Difference (Voltage),2018-04-05,62721,615,18,Apr
1311,Bitwise Operators in C (Part 2),2018-04-04,206465,3698,87,Apr
1312,Bitwise Operators in C (Part 1),2018-04-03,412075,7388,151,Apr
1313,Is Current a Scalar or a Vector Quantity?,2018-04-03,68100,834,74,Apr
1314,Conventional Current vs. Electron Current,2018-03-30,95568,1236,172,Mar
1315,Electric Current,2018-03-29,64756,621,33,Mar
1316,Logical Operators in C,2018-03-28,219261,4314,131,Mar
1317,Laplace Transform (Solved Problem 14),2018-03-28,20400,203,15,Mar
1318,System Programs,2018-03-28,141069,1972,44,Mar
1319,Laplace Transform (Solved Problem 13),2018-03-27,22441,181,76,Mar
1320,Relational Operators in C,2018-03-27,120977,1766,40,Mar
1321,Law of Conservation of Charge,2018-03-26,84958,805,33,Mar
1322,Increment and Decrement Operators in C (Part 2),2018-03-25,154259,3327,898,Mar
1323,Laplace Transform (Solved Problem 12),2018-03-24,25502,254,71,Mar
1324,Increment and Decrement Operators in C (Part 1),2018-03-23,233870,4521,134,Mar
1325,Arithmetic Operators in C,2018-03-21,155934,2368,54,Mar
1326,Electric Charge,2018-03-21,124702,1331,198,Mar
1327,Introduction to Operators in C,2018-03-20,152905,2387,36,Mar
1328,Types of System Calls,2018-03-20,196759,2673,57,Mar
1329,Introduction to Network Theory,2018-03-20,409199,2937,239,Mar
1330,C Programming (Important Questions Set 3),2018-03-19,297723,5990,237,Mar
1331,Laplace Transform to Solve Differential Equations,2018-03-19,40623,373,21,Mar
1332,Basic Input Function – scanf,2018-03-18,113217,1774,49,Mar
1333,ROC and Stability of Causal LTI Systems,2018-03-17,26777,226,40,Mar
1334,C Programming (Important Questions Set 2),2018-03-16,433744,8919,232,Mar
1335,Inverse Laplace Transform (Solved Problem),2018-03-16,26219,207,16,Mar
1336,Constants in C (Part 2),2018-03-15,106541,1577,33,Mar
1337,System Calls,2018-03-15,371265,5997,139,Mar
1338,Inverse Laplace Transform,2018-03-15,46458,466,13,Mar
1339,Laplace Transform (Solved Problem 11),2018-03-13,19712,156,7,Mar
1340,Constants in C (Part 1),2018-03-13,163889,2619,80,Mar
1341,Variable Modifiers − Static,2018-03-12,159320,2605,114,Mar
1342,Laplace Transform (Solved Problem 10),2018-03-12,20185,148,27,Mar
1343,User Operating System Interface,2018-03-12,137978,2099,50,Mar
1344,Variable Modifiers − Register,2018-03-10,129138,1668,44,Mar
1345,Variable Modifiers − Auto & Extern,2018-03-09,212146,3543,171,Mar
1346,Scope of Variables - Local vs Global,2018-03-08,240313,4140,111,Mar
1347,Laplace Transform (Solved Problems 8 & 9),2018-03-08,21623,175,17,Mar
1348,C Programming (Important Questions Set 1),2018-03-07,1071083,21217,407,Mar
1349,Laplace Transform (Solved Problem 7),2018-03-07,21799,209,144,Mar
1350,"Fundamental Data Types − Float, Double & Long Double",2018-03-07,225434,3114,136,Mar
1351,Laplace Transform (Solved Problem 6),2018-03-06,22750,160,3,Mar
1352,Laplace Transform (Solved Problem 5),2018-03-06,24496,172,12,Mar
1353,Operating System Services,2018-03-05,207040,3432,69,Mar
1354,Fundamental Data Types − Character,2018-03-05,217877,3017,84,Mar
1355,Laplace Transform (Solved Problem 4),2018-03-05,27059,212,10,Mar
1356,Exceeding The Valid Range of Data Types,2018-03-04,210340,2961,89,Mar
1357,Laplace Transform (Solved Problem 3),2018-03-04,29500,214,12,Mar
1358,Laplace Transform (Solved Problem 2),2018-03-03,32238,188,20,Mar
1359,Laplace Transform (Solved Problem 1),2018-03-02,50676,287,9,Mar
1360,Fundamental Data Types − Integer (Part 2),2018-02-28,246330,2997,108,Feb
1361,Operating System Structure,2018-02-27,252814,3133,58,Feb
1362,Fundamental Data Types − Integer (Part 1),2018-02-26,305144,3553,67,Feb
1363,Laplace Transform of Basic Signals [Sinω₀t.u(t)],2018-02-25,30512,243,9,Feb
1364,Laplace Transform of Basic Signals [Cosω₀t.u(t)],2018-02-25,43055,310,10,Feb
1365,Basic Output Function – printf,2018-02-23,343751,4054,157,Feb
1366,Laplace Transform of Basic Signals (Unit Ramp Signal),2018-02-22,41052,285,14,Feb
1367,Variable Naming Conventions,2018-02-22,287489,3575,76,Feb
1368,Introduction to Variables,2018-02-21,481195,6266,172,Feb
1369,Computer System Architecture,2018-02-21,386941,4747,123,Feb
1370,Introduction to Laplace Transform,2018-02-20,184884,1554,41,Feb
1371,Laplace Transform of Basic Signals (Exponential Signals),2018-02-20,68026,598,44,Feb
1372,C Programming – Features & The First C Program,2018-02-20,985449,12714,392,Feb
1373,Laplace Transform of Basic Signals (DC Value & Signum Function),2018-02-19,32943,248,9,Feb
1374,TOC – Conclusion and Summary,2018-02-19,45619,1230,202,Feb
1375,Introduction to Programming and Data Structures,2018-02-19,832265,10808,450,Feb
1376,Laplace Transform of Basic Signals (Unit Step Signal),2018-02-17,40481,309,6,Feb
1377,Laplace Transform of Basic Signals (Unit Impulse Signal),2018-02-17,57286,450,7,Feb
1378,Shortcut for Region of Convergence (ROC),2018-02-16,94842,819,112,Feb
1379,Brain Teaser 6 | The Long Jumper,2018-02-16,5659,47,65,Feb
1380,Final Value Theorem,2018-02-16,60784,437,23,Feb
1381,Initial Value Theorem,2018-02-15,75544,585,20,Feb
1382,Properties of Laplace Transform (Part 6),2018-02-15,42462,260,21,Feb
1383,Undecidability of the Post Correspondence Problem,2018-02-14,91845,746,24,Feb
1384,Properties of Laplace Transform (Part 5),2018-02-13,45480,263,7,Feb
1385,Properties of Laplace Transform (Part 4),2018-02-11,50829,289,6,Feb
1386,Properties of Laplace Transform (Part 3),2018-02-10,52107,329,10,Feb
1387,Properties of Laplace Transform (Part 2),2018-02-10,61392,373,23,Feb
1388,Brain Teaser 5 | Triangle's Area,2018-02-09,6631,51,75,Feb
1389,Properties of Laplace Transform (Part 1),2018-02-09,96305,619,25,Feb
1390,ROC and Stability,2018-02-08,70979,530,43,Feb
1391,ROC and its Properties,2018-02-08,132487,1107,43,Feb
1392,The Post Correspondence Problem,2018-02-08,170607,1754,27,Feb
1393,Condition for Existence of Laplace Transform,2018-02-06,78054,584,35,Feb
1394,Relation between Laplace Transform & Fourier Transform,2018-02-06,102056,837,31,Feb
1395,Undecidability of the Halting Problem,2018-02-05,138313,1384,117,Feb
1396,Fourier Transform (Solved Problems 22 & 23),2018-02-04,22526,148,20,Feb
1397,Fourier Transform (Solved Problem 21),2018-02-03,25704,174,11,Feb
1398,Brain Teaser 4 | Can You Solve This 508 Matchstick Puzzle?,2018-02-02,21020,101,227,Feb
1399,Fourier Transform (Solved Problem 20),2018-02-02,24557,171,37,Feb
1400,Fourier Transform (Solved Problem 19),2018-02-01,25648,174,44,Feb
1401,Fourier Transform (Solved Problem 18),2018-02-01,24056,163,9,Feb
1402,Fourier Transform (Solved Problem 17),2018-01-31,23870,159,7,Jan
1403,Fourier Transform (Solved Problem 16),2018-01-31,23665,134,7,Jan
1404,Fourier Transform (Solved Problem 15),2018-01-30,26591,166,11,Jan
1405,The Halting Problem,2018-01-30,222529,2041,39,Jan
1406,Fourier Transform (Solved Problem 14),2018-01-29,35615,270,33,Jan
1407,Universal Turing Machine,2018-01-29,212003,1865,36,Jan
1408,Fourier Transform (Solved Problem 13),2018-01-29,29236,179,47,Jan
1409,Fourier Transform (Solved Problem 12),2018-01-28,29458,137,36,Jan
1410,x(t)−X(ω) Pairs (Shortcut for Objectives),2018-01-28,24315,176,6,Jan
1411,Fourier Transform (Solved Problem 11),2018-01-27,47228,279,9,Jan
1412,Decidability and Undecidability,2018-01-27,268812,2956,63,Jan
1413,Fourier Transform for Periodic Signals,2018-01-26,77235,543,19,Jan
1414,Brain Teaser 3 | Rope Around The Earth,2018-01-26,12771,88,74,Jan
1415,Calculation of Cn using Fourier Transform,2018-01-26,37400,238,9,Jan
1416,Fourier Transform (Solved Problem 10),2018-01-25,41007,220,12,Jan
1417,Fourier Transform (Solved Problem 9),2018-01-25,41176,231,17,Jan
1418,Fourier Transform (Solved Problem 8),2018-01-25,44126,212,8,Jan
1419,Fourier Transform (Solved Problem 7),2018-01-24,47856,288,69,Jan
1420,Fourier Transform (Solved Problem 6),2018-01-24,53756,282,96,Jan
1421,Turing Machine as Problem Solvers,2018-01-24,69361,519,18,Jan
1422,Fourier Transform (Solved Problem 5),2018-01-23,61326,343,101,Jan
1423,Nondeterministic Turing Machine (Part 2),2018-01-23,80897,649,23,Jan
1424,Fourier Transform (Solved Problem 4),2018-01-22,71915,403,100,Jan
1425,Fourier Transform (Solved Problem 3),2018-01-22,103340,407,69,Jan
1426,Nondeterministic Turing Machine (Part 1),2018-01-22,136097,1149,25,Jan
1427,Fourier Transform (Solved Problem 2),2018-01-21,114060,622,70,Jan
1428,Fourier Transform (Solved Problem 1),2018-01-21,240193,1287,79,Jan
1429,Fourier Transform of Basic Signals (Sampling Function),2018-01-20,58810,343,20,Jan
1430,Fourier Transform of Basic Signals (Triangular Function),2018-01-20,123139,929,30,Jan
1431,Multitape Turing Machine,2018-01-19,173111,1388,59,Jan
1432,Brain Teaser 2 | Family & The Bridge,2018-01-19,17154,210,120,Jan
1433,Fourier Transform of Basic Signals (Rectangular Function),2018-01-19,132235,806,43,Jan
1434,Fourier Transform of sgn(t) & u(t) [Important Shortcut],2018-01-18,76160,567,11,Jan
1435,Turing Machine Programming Techniques (Part 3),2018-01-16,84704,581,23,Jan
1436,Fourier Transform of Basic Signals (Sinω₀t),2018-01-16,81015,570,16,Jan
1437,Fourier Transform of Basic Signals (Cosω₀t),2018-01-16,108930,735,15,Jan
1438,We're Hiring!,2018-01-16,340599,713,154,Jan
1439,Fourier Transform of Basic Signals (Complex Exponential Signal),2018-01-15,80078,589,26,Jan
1440,Fourier Transform of Basic Signals (Unit Step Signal),2018-01-15,114169,805,42,Jan
1441,Fourier Transform of Basic Signals (Signum Function),2018-01-14,100558,780,32,Jan
1442,Fourier Transform of Basic Signals (Exponential Signals),2018-01-14,126379,911,44,Jan
1443,Fourier Transform of Basic Signals (Impulse Signal),2018-01-13,97137,614,28,Jan
1444,Fourier Transform of Basic Signals (DC Value),2018-01-13,106060,744,19,Jan
1445,Brain Teaser 1 | Belts,2018-01-12,29405,314,130,Jan
1446,Duality Property of Fourier Transform,2018-01-12,119514,997,47,Jan
1447,Parseval's Energy Theorem,2018-01-11,105359,706,17,Jan
1448,Properties of Fourier Transform (Part 8),2018-01-11,96158,492,30,Jan
1449,Properties of Fourier Transform (Part 7),2018-01-10,109950,591,33,Jan
1450,Properties of Fourier Transform (Part 6),2018-01-10,107276,527,19,Jan
1451,Properties of Fourier Transform (Part 5),2018-01-09,113780,605,10,Jan
1452,Properties of Fourier Transform (Part 4),2018-01-07,126301,682,15,Jan
1453,Properties of Fourier Transform (Part 3),2018-01-07,140010,830,20,Jan
1454,Properties of Fourier Transform (Part 2),2018-01-06,139120,723,16,Jan
1455,Properties of Fourier Transform (Part 1),2018-01-06,215281,1314,28,Jan
1456,Conditions for Existence of Fourier Transform (Dirichlet Conditions),2018-01-05,144668,1066,45,Jan
1457,Fourier Series for LTI Systems,2018-01-04,56075,469,27,Jan
1458,Introduction to Fourier Transform,2018-01-04,422226,3644,78,Jan
1459,Properties of Fourier Series (Solved Problems),2018-01-02,45531,329,14,Jan
1460,Parseval's Power Theorem (Solved Example),2018-01-01,52077,414,12,Jan
1461,Parseval's Power Theorem,2018-01-01,110876,858,30,Jan
1462,Properties of Fourier Series (Part 6),2017-12-31,43709,305,14,Dec
1463,Properties of Fourier Series (Part 5),2017-12-31,49610,273,11,Dec
1464,Properties of Fourier Series (Part 4),2017-12-30,53246,341,27,Dec
1465,Properties of Fourier Series (Part 3),2017-12-30,59167,356,11,Dec
1466,Properties of Fourier Series (Part 2),2017-12-28,70771,491,18,Dec
1467,Properties of Fourier Series (Part 1),2017-12-27,100024,666,18,Dec
1468,Hidden Symmetry in Fourier Series (Examples),2017-12-27,38361,349,21,Dec
1469,Symmetricities in Fourier Series (Part 2),2017-12-25,42671,325,26,Dec
1470,Symmetricities in Fourier Series (Part 1),2017-12-24,60944,475,33,Dec
1471,Complex Exponential Fourier Series (Solved MCQ 3),2017-12-22,33205,263,42,Dec
1472,Complex Exponential Fourier Series (Solved MCQ 2),2017-12-21,32726,204,8,Dec
1473,Complex Exponential Fourier Series (Solved MCQ 1),2017-12-20,42291,261,19,Dec
1474,x(t)−Cn Pairs (Shortcut for Objectives),2017-12-20,44440,323,16,Dec
1475,Relation between Fourier Coefficients (Solved Problem),2017-12-19,51533,414,79,Dec
1476,Relation between Fourier Coefficients,2017-12-19,73453,611,33,Dec
1477,Complex Exponential Fourier Series (Example 5),2017-12-18,84609,693,14,Dec
1478,Complex Exponential Fourier Series (Example 4),2017-12-16,69145,466,92,Dec
1479,Complex Exponential Fourier Series (Example 3),2017-12-01,96475,779,38,Dec
1480,Complex Exponential Fourier Series (Example 2),2017-11-30,106110,614,30,Nov
1481,Complex Exponential Fourier Series (Example 1),2017-11-29,202490,1403,65,Nov
1482,Complex Exponential Fourier Series,2017-11-29,205845,1510,35,Nov
1483,Trigonometric Fourier Series (Example 5),2017-11-28,69482,536,11,Nov
1484,Trigonometric Fourier Series (Example 4),2017-11-27,81188,601,87,Nov
1485,Trigonometric Fourier Series (Example 3),2017-11-25,103722,726,105,Nov
1486,Trigonometric Fourier Series (Example 2),2017-11-24,189586,1690,124,Nov
1487,Trigonometric Fourier Series (Example 1),2017-11-22,292100,2554,127,Nov
1488,Trigonometric Fourier Series,2017-11-21,268370,2381,232,Nov
1489,Conditions for Existence of Fourier Series (Dirichlet Conditions),2017-11-03,237653,2725,128,Nov
1490,Introduction to Fourier Series,2017-10-31,489430,5753,202,Oct
1491,Standard Differential Equation for LTI Systems,2017-10-28,83422,749,41,Oct
1492,Turing Machine Programming Techniques (Part 2),2017-10-27,104750,684,53,Oct
1493,Turing Machine Programming Techniques (Part 1),2017-10-26,155625,1056,42,Oct
1494,Group Delay & Phase Delay (Solved Problems),2017-10-13,30763,280,55,Oct
1495,Group Delay and Phase Delay,2017-10-12,65479,596,20,Oct
1496,Turing Machine for Even Palindromes,2017-10-11,254333,2319,111,Oct
1497,Distortionless LTI System,2017-10-11,29564,310,25,Oct
1498,Phase Distortion in LTI Systems,2017-10-10,22971,188,5,Oct
1499,Magnitude Distortion in LTI Systems,2017-10-10,21368,177,6,Oct
1500,Harmonics and LTI System,2017-10-09,25374,226,13,Oct
1501,Stable LTI System (Solved Problems) | Part 2,2017-10-09,24031,220,20,Oct
1502,Stable LTI System (Solved Problems) | Part 1,2017-10-08,34146,323,50,Oct
1503,Stable LTI System,2017-10-05,47128,390,10,Oct
1504,Causal LTI System (Solved Problems),2017-10-05,37538,322,39,Oct
1505,Causal LTI System,2017-10-04,59200,525,14,Oct
1506,Static LTI System (Solved Problems),2017-10-04,29131,229,34,Oct
1507,Convolution Operation (Shortcut),2017-10-03,115703,938,30,Oct
1508,Static LTI System,2017-10-03,44817,352,20,Oct
1509,Convolution (Solved Problem 6),2017-10-03,60593,433,25,Oct
1510,Convolution (Solved Problem 5),2017-09-22,62207,419,32,Sep
1511,Convolution (Solved Problem 4),2017-09-21,68145,521,44,Sep
1512,The Church-Turing Thesis,2017-09-20,192983,1803,37,Sep
1513,Convolution (Solved Problem 3),2017-09-20,81546,482,59,Sep
1514,Convolution (Solved Problem 2),2017-09-19,103988,600,144,Sep
1515,Convolution (Solved Problem 1),2017-09-19,194425,1287,48,Sep
1516,Turing Machine (Example 2),2017-09-18,397848,3745,154,Sep
1517,Properties of Convolution (Part 4),2017-09-16,74553,569,27,Sep
1518,Properties of Convolution (Part 3),2017-09-15,81183,574,109,Sep
1519,Properties of Convolution (Part 2),2017-09-14,97250,692,19,Sep
1520,Properties of Convolution (Part 1),2017-09-13,155228,1246,26,Sep
1521,Turing Machine (Example 1),2017-09-12,551366,4093,102,Sep
